FreezerID,TrayID,TrayPositionInFreezer,TrayBarcode,RackID,RackPositionInTray,WellID,SampleID,SampleBarcode,Pick
001,0001,01-01,5920499106,00001,1,D01,000037,0027955548,0
001,0001,01-01,5920499106,00001,1,D02,000038,0025560642,0
001,0001,01-01,5920499106,00001,1,D03,000039,0025558390,0
001,0001,01-01,5920499106,00001,1,D04,000040,0027960593,0
001,0001,01-01,5920499106,00001,1,D05,000041,0025558576,0
001,0001,01-01,5920499106,00001,1,D06,000042,0027953357,0
001,0001,01-01,5920499106,00001,1,D07,000043,0025449477,0
001,0001,01-01,5920499106,00001,1,D08,000044,0025171969,0
001,0001,01-01,5920499106,00001,1,D09,000045,0027932420,0
001,0001,01-01,5920499106,00001,1,D10,000046,0027971428,0
001,0001,01-01,5920499106,00001,1,D11,000047,0027972200,0
001,0001,01-01,5920499106,00001,1,D12,000048,0027966446,0
001,0001,01-01,5920499106,00001,1,E01,000049,0027967459,0
001,0001,01-01,5920499106,00001,1,E02,000050,0027928142,0
001,0001,01-01,5920499106,00001,1,E03,000051,0025558168,0
001,0001,01-01,5920499106,00001,1,E04,000052,0027959952,0
001,0001,01-01,5920499106,00001,1,E05,000053,8009162759,0
001,0001,01-01,5920499106,00001,1,E06,000054,8009163490,0
001,0001,01-01,5920499106,00001,1,E07,000055,8009163496,0
001,0001,01-01,5920499106,00001,1,E08,000056,0025171547,0
001,0001,01-01,5920499106,00001,1,E09,000057,0025171776,0
001,0001,01-01,5920499106,00001,1,E10,000058,0027948586,0
001,0001,01-01,5920499106,00001,1,E11,000059,0027927204,0
001,0001,01-01,5920499106,00001,1,E12,000060,0025171994,0
001,0001,01-01,5920499106,00001,1,F01,000061,0021678020,0
001,0001,01-01,5920499106,00001,1,F02,000062,0027981295,0
001,0001,01-01,5920499106,00001,1,F03,000063,0027960150,0
001,0001,01-01,5920499106,00001,1,F04,000064,8009163119,0
001,0001,01-01,5920499106,00001,1,F05,000065,8009162900,1
001,0001,01-01,5920499106,00001,1,F06,000066,8009163389,0
001,0001,01-01,5920499106,00001,1,F07,000067,8006104995,0
001,0001,01-01,5920499106,00001,1,F08,000068,8006104450,0
001,0001,01-01,5920499106,00001,1,F09,000069,8009163074,0
001,0001,01-01,5920499106,00001,1,F10,000070,0027932608,0
001,0001,01-01,5920499106,00001,1,F11,000071,0027965723,0
001,0001,01-01,5920499106,00001,1,F12,000072,0025171549,0
001,0001,01-01,5920499106,00001,1,G01,000073,0021678062,0
001,0001,01-01,5920499106,00001,1,G02,000074,0027973712,0
001,0001,01-01,5920499106,00001,1,G03,000075,8009163505,0
001,0001,01-01,5920499106,00001,1,G04,000076,8009163471,0
001,0001,01-01,5920499106,00001,1,G05,000077,8009163615,0
001,0001,01-01,5920499106,00001,1,G06,000078,0021679867,0
001,0001,01-01,5920499106,00001,1,G07,000079,0027967299,0
001,0001,01-01,5920499106,00001,1,G08,000080,8009162894,0
001,0001,01-01,5920499106,00001,1,G09,000081,8009163255,0
001,0001,01-01,5920499106,00001,1,G10,000082,8009163506,0
001,0001,01-01,5920499106,00001,1,G11,000083,8009163279,0
001,0001,01-01,5920499106,00001,1,G12,000084,0027936751,0
001,0001,01-01,5920499106,00001,1,H01,000085,0025452658,0
001,0001,01-01,5920499106,00001,1,H02,000086,8009163408,0
001,0001,01-01,5920499106,00001,1,H03,000087,8009163562,0
001,0001,01-01,5920499106,00001,1,H04,000088,8009163530,0
001,0001,01-01,5920499106,00001,1,H05,000089,8006105054,0
001,0001,01-01,5920499106,00001,1,H06,000090,8009163106,1
001,0001,01-01,5920499106,00001,1,H07,000091,8009163492,0
001,0001,01-01,5920499106,00001,1,H08,000092,8005704002,1
001,0001,01-01,5920499106,00001,1,H09,000093,8005704706,1
001,0001,01-01,5920499106,00001,1,H10,000094,8005704036,0
001,0001,01-01,5920499106,00001,1,H11,000095,8006104483,0
001,0001,01-01,5920499106,00001,1,H12,000096,0027927290,0
001,0002,01-02,7203017849,00006,1,A01,000481,0015611649,0
001,0002,01-02,7203017849,00006,1,A02,000482,0052322363,0
001,0002,01-02,7203017849,00006,1,A03,000483,0045077921,0
001,0002,01-02,7203017849,00006,1,A04,,,
001,0002,01-02,7203017849,00006,1,A05,,,
001,0002,01-02,7203017849,00006,1,A06,,,
001,0002,01-02,7203017849,00006,1,A07,,,
001,0002,01-02,7203017849,00006,1,A08,,,
001,0002,01-02,7203017849,00006,1,A09,,,
001,0002,01-02,7203017849,00006,1,A10,000490,0019246673,1
001,0002,01-02,7203017849,00006,1,A11,000491,0087316565,0
001,0002,01-02,7203017849,00006,1,A12,000492,0063889956,0
001,0002,01-02,7203017849,00006,1,B01,000493,0040103972,0
001,0002,01-02,7203017849,00006,1,B02,000494,0027743530,0
001,0002,01-02,7203017849,00006,1,B03,000495,0098074520,0
001,0002,01-02,7203017849,00006,1,B04,000496,0044406770,0
001,0002,01-02,7203017849,00006,1,B05,000497,0087775603,1
001,0002,01-02,7203017849,00006,1,B06,,,
001,0002,01-02,7203017849,00006,1,B07,,,
001,0002,01-02,7203017849,00006,1,B08,,,
001,0002,01-02,7203017849,00006,1,B09,,,
001,0002,01-02,7203017849,00006,1,B10,,,
001,0002,01-02,7203017849,00006,1,B11,,,
001,0002,01-02,7203017849,00006,1,B12,,,
001,0002,01-02,7203017849,00006,1,C01,,,
001,0002,01-02,7203017849,00006,1,C02,,,
001,0002,01-02,7203017849,00006,1,C03,,,
001,0002,01-02,7203017849,00006,1,C04,,,
001,0002,01-02,7203017849,00006,1,C05,,,
001,0002,01-02,7203017849,00006,1,C06,,,
001,0002,01-02,7203017849,00006,1,C07,,,
001,0002,01-02,7203017849,00006,1,C08,,,
001,0002,01-02,7203017849,00006,1,C09,,,
001,0002,01-02,7203017849,00006,1,C10,,,
001,0002,01-02,7203017849,00006,1,C11,,,
001,0002,01-02,7203017849,00006,1,C12,,,
001,0002,01-02,7203017849,00006,1,D01,,,
001,0002,01-02,7203017849,00006,1,D02,,,
001,0002,01-02,7203017849,00006,1,D03,,,
001,0002,01-02,7203017849,00006,1,D04,,,
001,0002,01-02,7203017849,00006,1,D05,,,
001,0002,01-02,7203017849,00006,1,D06,,,
001,0002,01-02,7203017849,00006,1,D07,,,
001,0002,01-02,7203017849,00006,1,D08,,,
001,0002,01-02,7203017849,00006,1,D09,,,
001,0002,01-02,7203017849,00006,1,D10,,,
001,0002,01-02,7203017849,00006,1,D11,,,
001,0002,01-02,7203017849,00006,1,D12,,,
001,0002,01-02,7203017849,00006,1,E01,,,
001,0002,01-02,7203017849,00006,1,E02,,,
001,0002,01-02,7203017849,00006,1,E03,,,
001,0002,01-02,7203017849,00006,1,E04,,,
001,0002,01-02,7203017849,00006,1,E05,,,
001,0002,01-02,7203017849,00006,1,E06,,,
001,0002,01-02,7203017849,00006,1,E07,,,
001,0002,01-02,7203017849,00006,1,E08,,,
001,0002,01-02,7203017849,00006,1,E09,,,
001,0002,01-02,7203017849,00006,1,E10,,,
001,0002,01-02,7203017849,00006,1,E11,,,
001,0002,01-02,7203017849,00006,1,E12,,,
001,0002,01-02,7203017849,00006,1,F01,,,
001,0002,01-02,7203017849,00006,1,F02,,,
001,0002,01-02,7203017849,00006,1,F03,,,
001,0002,01-02,7203017849,00006,1,F04,,,
001,0002,01-02,7203017849,00006,1,F05,,,
001,0002,01-02,7203017849,00006,1,F06,,,
001,0002,01-02,7203017849,00006,1,F07,,,
001,0002,01-02,7203017849,00006,1,F08,,,
001,0002,01-02,7203017849,00006,1,F09,,,
001,0002,01-02,7203017849,00006,1,F10,,,
001,0002,01-02,7203017849,00006,1,F11,,,
001,0002,01-02,7203017849,00006,1,F12,,,
001,0002,01-02,7203017849,00006,1,G01,,,
001,0002,01-02,7203017849,00006,1,G02,,,
001,0002,01-02,7203017849,00006,1,G03,,,
001,0002,01-02,7203017849,00006,1,G04,,,
001,0002,01-02,7203017849,00006,1,G05,,,
001,0002,01-02,7203017849,00006,1,G06,,,
001,0002,01-02,7203017849,00006,1,G07,,,
001,0002,01-02,7203017849,00006,1,G08,,,
001,0002,01-02,7203017849,00006,1,G09,,,
001,0002,01-02,7203017849,00006,1,G10,,,
001,0002,01-02,7203017849,00006,1,G11,,,
001,0002,01-02,7203017849,00006,1,G12,,,
001,0002,01-02,7203017849,00006,1,H01,,,
001,0002,01-02,7203017849,00006,1,H02,,,
001,0002,01-02,7203017849,00006,1,H03,,,
001,0002,01-02,7203017849,00006,1,H04,,,
001,0002,01-02,7203017849,00006,1,H05,000569,0070884593,1
001,0002,01-02,7203017849,00006,1,H06,000570,0019476502,1
001,0002,01-02,7203017849,00006,1,H07,000571,0057613060,0
001,0002,01-02,7203017849,00006,1,H08,000572,0065823000,0
001,0002,01-02,7203017849,00006,1,H09,000573,0015471811,0
001,0002,01-02,7203017849,00006,1,H10,000574,0060874585,0
001,0002,01-02,7203017849,00006,1,H11,000575,0093835180,0
001,0002,01-02,7203017849,00006,1,H12,000576,0076667168,0
